Общая стоимость товаров,Общая сумма заказа,ID товара,Наименование,Артикул_x,Свободно,В резерве,Ед. изм,Цена закупки,Валюта цены представление,Артикул_y,Id,Количество товаров
2834,2834,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
1399,1399,360073851,"мягкая игрушка ""морской котик"" basealt",BS-seal,8,12,шт,686,,BS-seal,,
1764,1764,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
395,614,260866859,debian 11.11 (для платформы x86-64 / 1dvd),debian-1111-DVD-64,,,,129,,,,
1103,1103,447381946,"книга: доусон м. ""программируем на python""",B-PIT-1386,,,шт,747.79999999999995,,B-PIT-1386,,
1575,1575,458159261,наушники беспроводные накладные hoco w35 max черные,Hoco-W35M-B,,28,шт,1020,,Hoco-W35M-B,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
13990,13990,367412125,"настольная игра ""компас новых профессий""",GAME-KNP,19,40,шт,7200,,GAME-KNP,,
13990,13990,367412125,"настольная игра ""компас новых профессий""",GAME-KNP,19,40,шт,7200,,GAME-KNP,,
385,385,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
3100,3100,275304568,"электронный конструктор знаток ""69 схем""",ZN-69-Znat,-3,4,шт,1984,,ZN-69-Znat,,
1323,1323,369468845,"книга: бромбах л. ""практическая робототехника. c++ и raspberry pi""",B-BHV-1200,-80,90,шт,750,,B-BHV-1200,,
1470,1470,199519265,"книга: михаил момот ""мобильные роботы на базе esp32 в среде arduino ide""",B-BHV-6647,,2,шт,453.75,,B-BHV-6647,,
2456,2456,447378513,"книга: скин д., гринхол д., бэйли э. ""kotlin. программирование для профессионалов. 2-е изд.""",B-PIT-2319,,,шт,1511.3,,B-PIT-2319,,
2042,2042,417111369,корпус для raspberry pi 5 с вентилятором (официальный),RPI5-case-rw,,18,шт,1300,,RPI5-case-rw,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
3100,3100,275304568,"электронный конструктор знаток ""69 схем""",ZN-69-Znat,-3,4,шт,1984,,ZN-69-Znat,,
5283,5283,398874018,"книга: ледин джим ""современная архитектура и устройство компьютеров. 2-е издание""",B-BHV-1870,-57,61,шт,952.5,,B-BHV-1870,,
5283,5283,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
385,385,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
1936,1936,448208172,кепка с логотипом basealt черная,BS-CAP-BL,-3,4,шт,1120,,BS-CAP-BL,,
1290,1290,228180400,№68 солнечная батарея,znat068,21,12,шт,963,,znat068,,
1420,1420,199521470,"книга: джоэл грас ""data science. наука о данных с нуля"", 2-е изд.",B-BHV-6731,-55,59,шт,637.5,,B-BHV-6731,,
3969,3969,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
3507,3507,366138756,№100 модуль радиоуправления,znat100,3,3,шт,1563,,znat100,,
3507,3507,228180400,№68 солнечная батарея,znat068,21,12,шт,963,,znat068,,
6106,6106,210527422,базовый набор для изучения пайки печатных плат - эвольвектор,ЭВ-10ПА,-14,15,шт,4294,,ЭВ-10ПА,,
4291,4291,412552291,набор arduino. восьмибитная академия,AMP-S066,12,12,шт,3192,,AMP-S066,,
1610,1610,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,622.5,,B-BHV-1886,,
998.65999999999997,998.65999999999997,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,546.70000000000005,,,,
756,756,374355126,"книга: том таулли ""основы искусственного интеллекта. нетехническое введение""",B-BHV-6717,,,шт,423.5,,B-BHV-6717,,
600,600,228166508,№13 геркон,znat013,-40,40,шт,79,,znat013,,
431,431,228168308,"№18 патрон с впаянной лампой 2,5 v/ 0,3a",znat018L,6,35,шт,141,,znat018L,,
1287,1287,391569739,"книга: коростелин а. в. ""импульсные источники питания. элементная база, архитектура и ремонт""",B-SOL-412,1,5,шт,719.60000000000002,,B-SOL-412,,
1206,1206,457949206,bluetooth-наушники беспроводные вакуумные hoco f9,Hoco-F9,,,шт,456,,Hoco-F9,,
3969,3969,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
1375,1375,219803800,"книга: дронов в.а. ""django 3.0. практика создания веб-сайтов на python""",B-BHV-6691,,7,шт,847.5,,B-BHV-6691,,
2258,2258,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
1410,1410,321192096,"книга: дронов в. а, прохоренок н. а.   ""python 3 и pyqt 6. разработка приложений""",B-BHV-1706,-37,49,шт,978.75,,B-BHV-1706,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1529,1529,447047410,"книга:  васильева а. ""профессия: графический дизайнер""",B-NIT-49,,,,899,,,,
595,595,259172802,"книга: ванюшин м.б., штерн м.и. ""электротехника. от азов до создания практических устройств, 2-е изд.""",B-NIT-893,,,,679,,,,
1058,1058,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,546.70000000000005,,,,
1500,1500,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
1750,1750,420395769,"книга: платт ч. ""электроника для начинающих"" 3-е изд.",B-BHV-1764,,1,шт,952.5,,B-BHV-1764,,
892,892,338933559,"книга: макнамара т. ""rust в действии""",B-BHV-1166,-12,15,шт,761.25,,B-BHV-1166,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
2439,2439,458165172,"книга: алексендрич м., боруцки а., домингес л. ""осваиваем mongodb 7.0""",B-DMK-301,,2,шт,1699.1500000000001,,B-DMK-301,,
3969,3969,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
2894,2894,452731284,"книга: нельсон х. ""базовая математика для искусственного интеллекта. математика нового уровня для эффективных и успешных систем ии""",B-ALI-7540,,,,1237.5,,,,
1417,1417,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
500,500,228169507,№20 динамик,znat020,7,53,шт,123,,znat020,,
2915,2915,447400595,"книга: дейтел п., дейтел х. "" c++20 для программистов""",B-PIT-2359,,,шт,2294.3000000000002,,B-PIT-2359,,
1290,1290,228180400,№68 солнечная батарея,znat068,21,12,шт,963,,znat068,,
970,970,244393364,"книга: волох с.в. ""ubuntu linux с нуля, 2 изд.""",B-BHV-6761,-1,13,шт,459.80000000000001,,B-BHV-6761,,
2042,2042,417111369,корпус для raspberry pi 5 с вентилятором (официальный),RPI5-case-rw,,18,шт,1300,,RPI5-case-rw,,
539,539,339453065,"gkffca-p0.5, набор прямых ffc шлейфов с шагом 0.5мм - 8",GG-005995,,3,шт,227.30000000000001,,GG-005995,,
2646,2646,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
1551,1551,417129013,корпус для raspberry pi 5 алюминиевый закрытый с пассивным охлаждением,RPI5-AL,-50,50,шт,544.70000000000005,,RPI5-AL,,
2200,2200,444624670,"книга: галлатин к., элбон. к. ""машинное обучение с использованием python. сборник рецептов: практические решения от предобработки до глубокого обучения, 2 изд.""",B-ALI-4119,,,,770,,,,
2258,2258,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
1609,1609,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,545.63999999999999,,FLP-A-FILM-3X,,
2646,2646,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
1322,1322,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
917,917,148073788,"сопло picaso 3d, латунное, 0.3 мм",3D-PICASO-1014,,,шт,575,,3D-PICASO-1014,,
1314,1314,398874018,"книга: ледин джим ""современная архитектура и устройство компьютеров. 2-е издание""",B-BHV-1870,-57,61,шт,952.5,,B-BHV-1870,,
1529,1529,447047410,"книга:  васильева а. ""профессия: графический дизайнер""",B-NIT-49,,,,899,,,,
1314,1314,398874018,"книга: ледин джим ""современная архитектура и устройство компьютеров. 2-е издание""",B-BHV-1870,-57,61,шт,952.5,,B-BHV-1870,,
24101,24101,458165172,"книга: алексендрич м., боруцки а., домингес л. ""осваиваем mongodb 7.0""",B-DMK-301,,2,шт,1699.1500000000001,,B-DMK-301,,
24101,24101,382986148,"книга: антао т. ""биоинформатика с python. книга рецептов""",B-DMK-201,,,шт,1554.7,,B-DMK-201,,
24101,24101,391575404,"книга: гримм р. ""параллельное программирование на современном с++""",B-DMK-957,-4,4,шт,1943.2,,B-DMK-957,,
24101,24101,371220227,"книга: дмитрий мамичев ""программирование на ардуино. от простого к сложному""",B-SOL-292,,4,шт,554.39999999999998,,B-SOL-292,,
24101,24101,454259769,"книга: компо ф., певзнер п. ""алгоритмы биоинформатики""",B-DMK-175,-1,1,шт,2124.1500000000001,,B-DMK-175,,
24101,24101,458165809,"книга: лабонн м., груздев а.в. ""графовые нейронные сети на python""",B-DMK-319,,,шт,1529.1500000000001,,B-DMK-319,,
24101,24101,401505934,"книга:   лакамера д. ""архитектура встраиваемых систем""",B-DMK-206,,,,1457.4000000000001,,,,
24101,24101,391567251,"книга: мейер б., мозер р., хоштейн л. ""запускаем ansible. 3-е изд.""",B-DMK-867,,,шт,1943.2,,B-DMK-867,,
24101,24101,382989749,"книга: обе р., хсу л. ""postgis в действии""",B-DMK-130,-1,1,шт,1943.2,,B-DMK-130,,
24101,24101,391578409,"книга: ошероув р. ""искусство автономного тестирования с примерами на с#""",B-DMK-415,,2,шт,1068.2,,B-DMK-415,,
24101,24101,456775359,"книга: хэсс ф. ""практическое пособие blender 4 для любителей и профессионалов. моделинг, анимация, vfx, видеомонтаж.""",B-SOL-614,,,,972.29999999999995,,,,
1159,1159,317866079,"книга: тузова о.а, елисеева о.о., семионенков м.н. ""bbc micro:bit для юных конструкторов и программистов""",B-BHV-6831,,,,761.25,,,,
396,693,230327920,"инструкция к конструктору ""супер измеритель""",books-super-izmeritel,,,шт,313,,books-super-izmeritel,,
2975,2975,275304568,"электронный конструктор знаток ""69 схем""",ZN-69-Znat,-3,4,шт,0,,ZN-69-Znat,,
1850,1850,321192096,"книга: дронов в. а, прохоренок н. а.   ""python 3 и pyqt 6. разработка приложений""",B-BHV-1706,-37,49,шт,978.75,,B-BHV-1706,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
388,388,228178066,№54 переменный конденсатор,znat054,1,9,шт,266,,znat054,,
882,882,252264594,"книга: фленов м.е. ""web-сервер глазами хакера. 3-е изд.""",B-BHV-6795,,,шт,410.20999999999998,,B-BHV-6795,,
1020,1020,291848418,"книга: валиаппа лакшманан, майкл мунн, сара робинсон ""машинное обучение.паттерны проектирования""",B-BHV-6797,,4,шт,770,,B-BHV-6797,,
1610,1610,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,622.5,,B-BHV-1886,,
4291,4291,412552291,набор arduino. восьмибитная академия,AMP-S066,12,12,шт,3192,,AMP-S066,,
968,968,199521470,"книга: джоэл грас ""data science. наука о данных с нуля"", 2-е изд.",B-BHV-6731,-55,59,шт,637.5,,B-BHV-6731,,
2592,2592,349932211,"книга: аниче м. ""эффективное тестирование программного обеспечения""",B-DMK-997,1,,шт,1749.3,,B-DMK-997,,
552,552,148073709,"книга: рамсундар бхарат, заде реза босаг ""tensorflow для глубокого обучения""",lc924,,7,шт,460.79000000000002,,lc924,,
1215,1215,447381946,"книга: доусон м. ""программируем на python""",B-PIT-1386,,,шт,747.79999999999995,,B-PIT-1386,,
2042,2042,417111369,корпус для raspberry pi 5 с вентилятором (официальный),RPI5-case-rw,,18,шт,1300,,RPI5-case-rw,,
250,250,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,54,,E10znat2-5v,,
700,700,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,54,,E10znat2-5v,,
700,700,228184744,№91 перекидной выключатель,znat091,9,7,шт,183,,znat091,,
3150,3150,148073890,электронный конструктор знаток «свет и цвет»,ZP-70799,,55,шт,2395,,ZP-70799,,
1710,1710,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
1323,1323,369468845,"книга: бромбах л. ""практическая робототехника. c++ и raspberry pi""",B-BHV-1200,-80,90,шт,750,,B-BHV-1200,,
738,738,307406480,"книга: кольцов д. ""python: создаем программы и игры, 3-е изд.""",B-NIT-01,,6,шт,376.18000000000001,,B-NIT-01,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
250,250,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,54,,E10znat2-5v,,
10500,10500,328337506,плата vostok uno-vn035,VOSTOK-UNO-VN035,-2,2,шт,5940,,VOSTOK-UNO-VN035,,
1500,1500,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
1323,1323,369468845,"книга: бромбах л. ""практическая робототехника. c++ и raspberry pi""",B-BHV-1200,-80,90,шт,750,,B-BHV-1200,,
1322,1322,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
970,970,244393364,"книга: волох с.в. ""ubuntu linux с нуля, 2 изд.""",B-BHV-6761,-1,13,шт,459.80000000000001,,B-BHV-6761,,
4492,4492,352895195,"комплект bobovr m2 pro+, облегченный, для oculus quest 2",211352,-4,16,шт,4651.5,,211352,,
10780,10780,148073402,"набор для экспериментов ""scratch+arduino. набор для юных конструкторов"" + книга",lc9151,,3,шт,6440,,lc9151,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1200,1200,291848418,"книга: валиаппа лакшманан, майкл мунн, сара робинсон ""машинное обучение.паттерны проектирования""",B-BHV-6797,,4,шт,770,,B-BHV-6797,,
840,840,251102698,"книга: кольцов д.м., дубовик е.в. ""справочник python. кратко, быстро, под рукой. 2-е изд. (испр. и перераб.)""",B-NIT-717,,,,419,,,,
1980,1980,444624670,"книга: галлатин к., элбон. к. ""машинное обучение с использованием python. сборник рецептов: практические решения от предобработки до глубокого обучения, 2 изд.""",B-ALI-4119,,,,770,,,,
1699,1699,444925961,"книга: лю юси (хэйден), мирджалили вахид, рашка себастьян ""машинное обучение с pytorch и scikit-learn""",B-FOL-0034,,,,1202.1400000000001,,,,
1370,1370,349912845,"книга: петин в. а. ""77 проектов для arduino""",B-DMK-697,-3,3,шт,874.29999999999995,,B-DMK-697,,
1260,1260,321192810,"книга: бранд александр, ландер ричард, россо джош, харрис джон   ""kubernetes на практике""",B-BHV-1210,,,,900,,,,
1389,1703,456775359,"книга: хэсс ф. ""практическое пособие blender 4 для любителей и профессионалов. моделинг, анимация, vfx, видеомонтаж.""",B-SOL-614,,,,972.29999999999995,,,,
1293,1293,371216332,"книга: татьяна галатонова ""стань инженером""",B-GAL-6,-2,2,шт,916.29999999999995,,B-GAL-6,,
1058,1058,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,546.70000000000005,,,,
3200.8699999999999,3200.8699999999999,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
573,573,391581503,"книга: мамичев д.и. ""роботы своими руками. игрушечная электроника""",B-SOL-162,-1,1,шт,389.19999999999999,,B-SOL-162,,
1370,1370,349912845,"книга: петин в. а. ""77 проектов для arduino""",B-DMK-697,-3,3,шт,874.29999999999995,,B-DMK-697,,
3400,3400,169030156,блок питания для raspberry pi 4 model b с кабелем usb type-c,890008,11,19,шт,550,,890008,,
2049,2049,401503751,"книга:  спилкэ л. ""java: устранение проблем""",B-DMK-215,,,шт,1457.4000000000001,,B-DMK-215,,
840,840,251102698,"книга: кольцов д.м., дубовик е.в. ""справочник python. кратко, быстро, под рукой. 2-е изд. (испр. и перераб.)""",B-NIT-717,,,,419,,,,
992,992,320986942,маска для глаз eye mask oculus quest2 чёрная,209942,,20,шт,118.2,,209942,,
1558.96,1809.5999999999999,379739522,debian 12.7 (для платформы x86-64 / usb flash 16 gb),debian-127-USB-64,,,,521,,,,
747,747,398870769,"книга: зобнин евгений евгеньевич ""android глазами хакера"" 2-е изд.",B-BHV-1797,,4,шт,420,,B-BHV-1797,,
2034,2034,349913777,"книга: вьяс дж., лав к. ""kubernetes изнутри""",B-DMK-153,-1,4,шт,1457.4000000000001,,B-DMK-153,,
1574,1574,447381946,"книга: доусон м. ""программируем на python""",B-PIT-1386,,,шт,747.79999999999995,,B-PIT-1386,,
1445,1445,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,866.25,,B-BHV-6835,,
4492,4492,352895195,"комплект bobovr m2 pro+, облегченный, для oculus quest 2",211352,-4,16,шт,4651.5,,211352,,
1190,1190,304017128,"книга: шилдс у. ""sql: быстрое погружение""",B-PIT-1835,,,шт,690.97000000000003,,B-PIT-1835,,
890,890,258370723,"книга: лабун билл ""дружеское знакомство с тестированием программ""",B-BHV-6807,-16,17,шт,485.10000000000002,,B-BHV-6807,,
2646,2646,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
3752,3752,417111369,корпус для raspberry pi 5 с вентилятором (официальный),RPI5-case-rw,,18,шт,1300,,RPI5-case-rw,,
3752,3752,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
1764,1764,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
3529.2199999999998,3529.2199999999998,417108018,"блок питания raspberry pi 5, 27w, usb-c оригинальный белый",RPI5-PSU-W,7,13,шт,1533.2,,RPI5-PSU-W,,
1940,2525,448697628,linux mint 22 (с лицензионным договором присоединения) (для платформы x86-64 / usb flash 16 gb),mint-22-USB-64L,,,,311,,,,
1690,1690,437874970,"книга: бернар к. ""графика на python. создание 2d- и 3d-изображений для научной графики и презентаций""",B-DMK-286,,,,786,,,,
345,345,228170284,№24 электродвигатель,znat024,-1,68,шт,138,,znat024,,
15208,15508,417129013,корпус для raspberry pi 5 алюминиевый закрытый с пассивным охлаждением,RPI5-AL,-50,50,шт,544.70000000000005,,RPI5-AL,,
15208,15508,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,10800,,RPI5-8GB,,
31022,31022,338732673,мультитул flipper zero,FLP-Z-W-R04,-14,59,шт,28189.25,,FLP-Z-W-R04,,
2008,2008,269144002,металлический корпус для raspberry pi 4 model b с двумя вентиляторами,668650,,14,шт,1285,,668650,,
3639.2199999999998,3639.2199999999998,417108018,"блок питания raspberry pi 5, 27w, usb-c оригинальный белый",RPI5-PSU-W,7,13,шт,1533.2,,RPI5-PSU-W,,
903.60000000000002,903.60000000000002,177718107,"кабель hdmi — micro-hdmi (1,5m)",037027,-5,5,шт,468.18000000000001,,037027,,
903.60000000000002,903.60000000000002,177718107,"кабель hdmi — micro-hdmi (1,5m)",037027,10,,шт,468.18000000000001,,37027,,
844,844,219804713,"книга: колисниченко д.н. ""linux. полное руководство по работе и администрированию""",B-NIT-608,3,11,шт,380.58999999999997,,B-NIT-608,,
1250,1250,371196028,"книга: игорь петров ""программируемые контроллеры. стандартные языки и приемы прикладного проектирования""",B-SOL-151,,,,632.10000000000002,,,,
1556,1556,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
1204,1204,349476052,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих""",B-BHV-1754,,32,шт,690,,B-BHV-1754,,
1204,1204,349476052,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих""",B-BHV-1754,,32,шт,690,,B-BHV-1754,,
1806,1806,,карта памяти kingston canvas select plus microsd,SDCS2-128GB,10,10,шт,,,SDCS2-128GB,,
1547,1547,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,900,,lc952,,
695,975,448695928,linux mint 22 (для платформы x86-64 / usb flash 16 gb),mint-22-USB-64,,,,,,,,
1440.4000000000001,1766.96,452731284,"книга: нельсон х. ""базовая математика для искусственного интеллекта. математика нового уровня для эффективных и успешных систем ии""",B-ALI-7540,,,,1237.5,,,,
1420,1420,199521470,"книга: джоэл грас ""data science. наука о данных с нуля"", 2-е изд.",B-BHV-6731,-55,59,шт,637.5,,B-BHV-6731,,
1826,1826,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,622.5,,B-BHV-1886,,
4500,4500,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
385,385,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
1834,1834,371216332,"книга: татьяна галатонова ""стань инженером""",B-GAL-6,-2,2,шт,916.29999999999995,,B-GAL-6,,
1540,1540,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
0,0,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9409.3199999999997,,RPI-4B-8GB,,
840,840,251102698,"книга: кольцов д.м., дубовик е.в. ""справочник python. кратко, быстро, под рукой. 2-е изд. (испр. и перераб.)""",B-NIT-717,,,,419,,,,
3000,3000,444684553,"настольная игра ""не закороти цепь! последовательная история""",prostrob-tsep,-1,1,шт,1716,,prostrob-tsep,,
1003,1003,244393364,"книга: волох с.в. ""ubuntu linux с нуля, 2 изд.""",B-BHV-6761,-1,13,шт,459.80000000000001,,B-BHV-6761,,
1890,1890,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,545.63999999999999,,FLP-A-FILM-3X,,
590,590,228172089,№29 усилитель мощности,znat029,4,32,шт,281,,znat029,,
1368,1368,366138756,№100 модуль радиоуправления,znat100,3,3,шт,1563,,znat100,,
1000,1000,281800461,"книга: кириченко п. ""цифровая электроника для начинающих. 2-е изд.""",B-BHV-6813,-24,27,шт,400.39999999999998,,B-BHV-6813,,
6106,6106,210527422,базовый набор для изучения пайки печатных плат - эвольвектор,ЭВ-10ПА,-14,15,шт,4294,,ЭВ-10ПА,,
1171,1171,221607173,синий скотч 3м 2090 для 3d-принтера,3D-3M-2090,,,шт,823.98000000000002,,3D-3M-2090,,
3890,3890,321192810,"книга: бранд александр, ландер ричард, россо джош, харрис джон   ""kubernetes на практике""",B-BHV-1210,,,,900,,,,
3890,3890,409781972,книга: моррис к. программирование инфраструктуры. 2-е изд,B-BHV-1901,-20,22,шт,722.23000000000002,,B-BHV-1901,,
4500,4500,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
18114,18114,249050185,мини-компьютер raspberry pi 400,RPI-400,,,шт,10884.51,,RPI-400,,
1840,1840,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1705.45,1705.45,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1834,1834,371216332,"книга: татьяна галатонова ""стань инженером""",B-GAL-6,-2,2,шт,916.29999999999995,,B-GAL-6,,
990,990,163123427,"книга: шустов м.а. ""основы силовой электроники, 2-е изд.""",B-NIT-890,,,шт,346.00999999999999,,B-NIT-890,,
1250,1250,391904386,"книга: постолит а.в. ""основы искусственного интеллекта в примерах на python. самоучитель. 2-е изд.""",B-BHV-1818,,6,шт,602.25,,B-BHV-1818,,
3125,3125,281787593,"книга: назина о. ""что такое тестирование. курс молодого бойца"" (издание с цветными иллюстрациями)",BHV-6868,,1,шт,1750,,BHV-6868,,
2258,2258,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
722,722,169030156,блок питания для raspberry pi 4 model b с кабелем usb type-c,890008,11,19,шт,550,,890008,,
3000,3000,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
500,500,228169507,№20 динамик,znat020,7,53,шт,123,,znat020,,
1588,1588,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,866.25,,B-BHV-6835,,
1710,1710,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
3150,3150,148073890,электронный конструктор знаток «свет и цвет»,ZP-70799,,55,шт,2395,,ZP-70799,,
850,850,219804713,"книга: колисниченко д.н. ""linux. полное руководство по работе и администрированию""",B-NIT-608,3,11,шт,380.58999999999997,,B-NIT-608,,
5607,5607,148073644,"электронный конструктор знаток ""альтернативная энергия"" 50 проектов ""малый набор""",ZP-70690,7,5,шт,2878,,ZP-70690,,
667,667,364025423,"шлейф для камеры raspberry pi, 200см",614320,-1,11,шт,175,,614320,,
1462,1462,444925961,"книга: лю юси (хэйден), мирджалили вахид, рашка себастьян ""машинное обучение с pytorch и scikit-learn""",B-FOL-0034,,,,1202.1400000000001,,,,
8284,8284,423789555,электронный конструктор 979 схем,znat70025,,,,5098,,,,
240,240,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
1710,1710,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
345,345,228170284,№24 электродвигатель,znat024,-1,68,шт,138,,znat024,,
553,553,438322121,gpio переходник для raspberry pi 400,894649,2,,шт,425,,894649,,
1905,1905,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,866.25,,B-BHV-6835,,
